Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Jana, S.K., Dutta, M., Joshi, M., Srivastava, S., Chakravarty, B., Chaudhury, K.","1H NMR based targeted metabolite profiling for understanding the complex relationship connecting oxidative stress with endometriosis",2013,"BioMed Research International",2013,, 329058,,,,18,10.1155/2013/329058,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883152567&partnerID=40&md5=2f775500228998eb836b64b55925cea2",Article,Scopus,2-s2.0-84883152567
"Herraiz, T., Guillén, H., Galisteo, J.","Metabolite profile resulting from the activation/inactivation of 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine and 2-methyltetrahydro- β -carboline by oxidative enzymes",2013,"BioMed Research International",2013,, 248608,,,,6,10.1155/2013/248608,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883168153&partnerID=40&md5=c92252f5b4d92841120e13b81210b616",Article,Scopus,2-s2.0-84883168153
"Stallforth, P., Brock, D.A., Cantley, A.M., Tian, X., Queller, D.C., Strassmann, J.E., Clardy, J.","A bacterial symbiont is converted from an inedible producer of beneficial molecules into food by a single mutation in the gacA gene",2013,"Proceedings of the National Academy of Sciences of the United States of America",110,36,,14528,14533,,21,10.1073/pnas.1308199110,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883421884&partnerID=40&md5=5b4d20f3fbe5b265141622a1048ab437",Article,Scopus,2-s2.0-84883421884
"Geamanu, A., Goja, A., Saadat, N., Khosla, P., Gupta, S.V.","ProAlgaZyme subfraction improves the lipoprotein profile of hypercholesterolemic hamsters, while inhibiting production of betaine, carnitine, and choline metabolites",2013,"Nutrition and Metabolism",10,1, 55,,,,3,10.1186/1743-7075-10-55,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883077319&partnerID=40&md5=d9616b299101435487275775909d3a64",Article,Scopus,2-s2.0-84883077319
"Wang, X., Li, K., Adams, E., Van Schepdael, A.","Capillary electrophoresis-mass spectrometry in metabolomics: The potential for driving drug discovery and development",2013,"Current Drug Metabolism",14,7,,807,813,,11,10.2174/13892002113149990101,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887876275&partnerID=40&md5=9b344d6f537018a01970722a7a54100f",Article,Scopus,2-s2.0-84887876275
"Cochereau, D., Junot, C.","Metabolomics contribution to predictive biomarker discovery | Apport de la métabolomique à la détection de biomarqueurs prédictifs",2013,"Oncologie",15,9,,461,466,,1,10.1007/s10269-013-2323-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84885572754&partnerID=40&md5=411c23624ad7baf7871597d340b78507",Article,Scopus,2-s2.0-84885572754
"Zhang, A.-H., Sun, H., Qiu, S., Wang, X.-J.","NMR-based metabolomics coupled with pattern recognition methods in biomarker discovery and disease diagnosis",2013,"Magnetic Resonance in Chemistry",51,9,,549,556,,34,10.1002/mrc.3985,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881475400&partnerID=40&md5=90a1aad148db23017870d7a2caf1971e",Article,Scopus,2-s2.0-84881475400
"Nagato, E.G., D'eon, J.C., Lankadurai, B.P., Poirier, D.G., Reiner, E.J., Simpson, A.J., Simpson, M.J.","<sup>1</sup>H NMR-based metabolomics investigation of daphnia magna responses to sub-lethal exposure to arsenic, copper and lithium",2013,"Chemosphere",93,2,,331,337,,27,10.1016/j.chemosphere.2013.04.085,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84882914928&partnerID=40&md5=91d12aaaf67223228e2da2dc53c2a4d2",Article,Scopus,2-s2.0-84882914928
"Um, J.A., Choi, Y.-G., Lee, D.-K., Lee, Y.S., Lim, C.J., Youn, Y.A., Lee, H.D., Cho, H.J., Park, J.H., Seo, Y.B., Kuo, H.-C., Lim, J., Yang, T.-J., Kwon, S.W., Lee, J.","Discrimination between genetically identical peony roots from different regions of origin based on 1H-nuclear magnetic resonance spectroscopy-based metabolomics: Determination of the geographical origins and estimation of the mixing proportions of blended samples",2013,"Analytical and Bioanalytical Chemistry",405,23,,7523,7534,,3,10.1007/s00216-013-7182-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883553056&partnerID=40&md5=04ebe5ca569b6da5dce7c938e7a5e7a4",Article,Scopus,2-s2.0-84883553056
"Wan, J.-B., Bai, X., Cai, X.-J., Rao, Y., Wang, Y.-S., Wang, Y.-T.","Chemical differentiation of Da-Cheng-Qi-Tang, a Chinese medicine formula, prepared by traditional and modern decoction methods using UPLC/Q-TOFMS-based metabolomics approach",2013,"Journal of Pharmaceutical and Biomedical Analysis",83,,,34,42,,33,10.1016/j.jpba.2013.04.019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878133557&partnerID=40&md5=4820be0cc5bf739c87d6e2206a86b1bb",Article,Scopus,2-s2.0-84878133557
"Yao, W., He, M., Jiang, Y., Zhang, L., Ding, A., Hu, Y.","Integrated LC/MS and GC/MS metabolomics data for the evaluation of protection function of fructus ligustri lucidi on mouse liver",2013,"Chromatographia",76,17-18,,1171,1179,,5,10.1007/s10337-013-2519-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883260841&partnerID=40&md5=6007d6f3934bbf230ae44457ab35413c",Article,Scopus,2-s2.0-84883260841
"Liu, L., Wang, M., Yang, X., Bi, M., Na, L., Niu, Y., Li, Y., Sun, C.","Fasting serum lipid and dehydroepiandrosterone sulfate as important metabolites for detecting isolated postchallenge diabetes: Serum metabolomics via ultra-high-performance LC-MS",2013,"Clinical Chemistry",59,9,,1338,1348,,20,10.1373/clinchem.2012.200527,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883412017&partnerID=40&md5=2e7804361355443cec8e1cd6751a6376",Article,Scopus,2-s2.0-84883412017
"Ito, T., Sugimoto, M., Toya, Y., Ano, Y., Kurano, N., Soga, T., Tomita, M.","Time-resolved metabolomics of a novel trebouxiophycean alga using <sup>13</sup>CO<inf>2</inf> feeding",2013,"Journal of Bioscience and Bioengineering",116,3,,408,415,,5,10.1016/j.jbiosc.2013.03.019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881103800&partnerID=40&md5=0d17dcebaabe2cfc7bdb89918c3838ec",Article,Scopus,2-s2.0-84881103800
"Gahleitner, F., Guallar-Hoyas, C., Beardsmore, C.S., Pandya, H.C., Thomas, C.P.","Metabolomics pilot study to identify volatile organic compound markers of childhood asthma in exhaled breath",2013,"Bioanalysis",5,18,,2239,2247,,17,10.4155/bio.13.184,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84885011607&partnerID=40&md5=12be7f160f8905ee0784af84578e8087",Article,Scopus,2-s2.0-84885011607
"Yonezawa, K., Nishiumii, S., Kitamoto-Matsuda, J., Fujita, T., Morimoto, K., Yamashita, D., Saito, M., Otsuki, N., Irino, Y., Shinohara, M., Yoshida, M., Nibu, K.-I.","Serum and tissue metabolomics of head and neck cancer",2013,"Cancer Genomics and Proteomics",10,5,,233,238,,19,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84886743258&partnerID=40&md5=d50dcb43d99402fc7be88ace2357859c",Article,Scopus,2-s2.0-84886743258
"Deja, S., Barg, E., Młynarz, P., Basiak, A., Willak-Janc, E.","1H NMR-based metabolomics studies of urine reveal differences between type 1 diabetic patients with high and low HbAc1 values",2013,"Journal of Pharmaceutical and Biomedical Analysis",83,,,43,48,,11,10.1016/j.jpba.2013.04.017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878198375&partnerID=40&md5=97fc796dee31601e519a7e9ae1aede44",Article,Scopus,2-s2.0-84878198375
"Kirwan, J.","Metabolomics for the practising vet",2013,"In Practice",35,8,,438,445,,1,10.1136/inp.f5259,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84884272276&partnerID=40&md5=c6cb083f38edc2d191c021b73e15a8ab",Article,Scopus,2-s2.0-84884272276
"Jones, O.A.H., Maguire, M.L., Griffin, J.L., Dias, D.A., Spurgeon, D.J., Svendsen, C.","Metabolomics and its use in ecology",2013,"Austral Ecology",38,6,,713,720,,11,10.1111/aec.12019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84882684503&partnerID=40&md5=cb272440d273d698bbdc6b674a3a8f5d",Article,Scopus,2-s2.0-84882684503
"Álvarez-Sánchez, B., Priego-Capote, F., García-Olmo, J., Ortiz-Fernández, M.C., Sarabia-Peinador, L.A., Luque de Castro, M.D.","Near-infrared spectroscopy and partial least squares-class modeling (PLS-CM) for metabolomics fingerprinting discrimination of intervention breakfasts ingested by obese individuals",2013,"Journal of Chemometrics",27,9,,221,232,,7,10.1002/cem.2526,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84884730925&partnerID=40&md5=e9a7d3085142ca2e92b9d4cfeddf42b7",Article,Scopus,2-s2.0-84884730925
"Jones, O.A.H., Murfitt, S., Svendsen, C., Turk, A., Turk, H., Spurgeon, D.J., Walker, L.A., Shore, R.F., Long, S.M., Griffin, J.L.","Comparisons of metabolic and physiological changes in rats following short term oral dosing with pesticides commonly found in food",2013,"Food and Chemical Toxicology",59,,,438,445,,9,10.1016/j.fct.2013.06.041,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880629902&partnerID=40&md5=f6a0ac3672909935fc11a1211bd418fb",Article,Scopus,2-s2.0-84880629902
"Boury-Esnault, N., Lavrov, D.V., Ruiz, C.A., Pérez, T.","The integrative taxonomic approach applied to porifera: A case study of the homoscleromorpha",2013,"Integrative and Comparative Biology",53,3,,416,427,,8,10.1093/icb/ict042,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84882961906&partnerID=40&md5=8d915d23c815ff446d4da2c30284e6e0",Conference Paper,Scopus,2-s2.0-84882961906
"Ritchie, S.A., Akita, H., Takemasa, I., Eguchi, H., Pastural, E., Nagano, H., Monden, M., Doki, Y., Mori, M., Jin, W., Sajobi, T.T., Jayasinghe, D., Chitou, B., Yamazaki, Y., White, T., Goodenowe, D.B.","Metabolic system alterations in pancreatic cancer patient serum: Potential for early detection",2013,"BMC Cancer",13,, 416,,,,25,10.1186/1471-2407-13-416,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883680547&partnerID=40&md5=1d1b21abb6335403f378c5874c3717bd",Article,Scopus,2-s2.0-84883680547
"Zhang, Y., Yang, C., Wang, S., Chen, T., Li, M., Wang, X., Li, D., Wang, K., Ma, J., Wu, S., Zhang, X., Zhu, Y., Wu, J., He, F.","LiverAtlas: A unique integrated knowledge database for systems-level research of liver and hepatic disease",2013,"Liver International",33,8,,1239,1248,,10,10.1111/liv.12173,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881555965&partnerID=40&md5=ace5a1fabadb1de1f65a8ede65b250de",Article,Scopus,2-s2.0-84881555965
"Gummer, J.P.A., Trengove, R.D., Oliver, R.P., Solomon, P.S.","Dissecting the role of G-protein signalling in primary metabolism in the wheat pathogen Stagonospora nodorum",2013,"Microbiology (United Kingdom)",159,PART 9,,1972,1985,,7,10.1099/mic.0.067009-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883329372&partnerID=40&md5=ae1b1a352a49c56bbc3acbea28f53b10",Article,Scopus,2-s2.0-84883329372
"Puchades-Carrasco, L., Lecumberri, R., Martínez-Ĺopez, J., Lahuerta, J.-J., Mateos, M.-V., Prośper, F., San-Miguel, J.F., Pineda-Lucena, A.","Multiple myeloma patients have a specific serum metabolomic profile that changes after achieving complete remission",2013,"Clinical Cancer Research",19,17,,4770,4779,,18,10.1158/1078-0432.CCR-12-2917,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883482030&partnerID=40&md5=0883bf8d8e8e16f5795ae9fb453742c5",Article,Scopus,2-s2.0-84883482030
"Nelson, A.R., Jackson, L., Clarke, J., Stellingwerff, T., Broadbent, S., Rowlands, D.S.","Effect of post-exercise protein-leucine feeding on neutrophil function, immunomodulatory plasma metabolites and cortisol during a 6-day block of intense cycling",2013,"European Journal of Applied Physiology",113,9,,2211,2222,,6,10.1007/s00421-013-2650-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84884814147&partnerID=40&md5=14ce1ceb35363fb7401f2b9724136454",Article,Scopus,2-s2.0-84884814147
"Kimbara, J., Yoshida, M., Ito, H., Kitagawa, M., Takada, W., Hayashi, K., Shibutani, Y., Kusano, M., Okazaki, Y., Nakabayashi, R., Mori, T., Saito, K., Ariizumi, T., Ezura, H.","Inhibition of cutin deficient 2 causes defects in cuticle function and structure and metabolite changes in tomato fruit",2013,"Plant and Cell Physiology",54,9,,1535,1548,,9,10.1093/pcp/pct100,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887930969&partnerID=40&md5=f52cfc0ea7acd75c644b0b88d51ba5a5",Article,Scopus,2-s2.0-84887930969
"Lei, H.G., Hong, L., Kun, S.J., Hai, Y.X., Dong, W.Y., Ke, Z., Ping, X., Hao, C.","A preliminary investigation of NSCL/P plasma and urine in Guizhou province in China using NMR-based metabonomics",2013,"Cleft Palate-Craniofacial Journal",50,5,,603,609,,4,10.1597/11-175,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883632253&partnerID=40&md5=7fa35d75cb351c57fe880cabbf7473af",Article,Scopus,2-s2.0-84883632253
"Asamizu, S., Abugreen, M., Mahmud, T.","Comparative Metabolomic Analysis of an Alternative Biosynthetic Pathway to Pseudosugars in Actinosynnema mirum DSM 43827",2013,"ChemBioChem",14,13,,1548,1551,,8,10.1002/cbic.201300384,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883191406&partnerID=40&md5=8a3be86279950b4a2b6687297dd6a503",Article,Scopus,2-s2.0-84883191406
"Satomura, A., Katsuyama, Y., Miura, N., Kuroda, K., Tomio, A., Bamba, T., Fukusaki, E., Ueda, M.","Acquisition of thermotolerant yeast Saccharomyces cerevisiae by breeding via stepwise adaptation",2013,"Biotechnology Progress",29,5,,1116,1123,,4,10.1002/btpr.1754,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84886751118&partnerID=40&md5=f9e5d5c9c8b684d8e13caa91fdd85e57",Article,Scopus,2-s2.0-84886751118
"El Aidy, S., Merrifield, C.A., Derrien, M., Van Baarlen, P., Hooiveld, G., Levenez, F., Doré, J., Dekker, J., Holmes, E., Claus, S.P., Reijngoud, D.-J., Kleerebezem, M.","The gut microbiota elicits a profound metabolic reorientation in the mouse jejunal mucosa during conventionalisation",2013,"Gut",62,9,,1306,1314,,34,10.1136/gutjnl-2011-301955,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881555851&partnerID=40&md5=edea3a69734530670441d9b5be79827f",Article,Scopus,2-s2.0-84881555851
"Bertoldo, M.J., Nadal-Desbarats, L., Gérard, N., Dubois, A., Holyoake, P.K., Grupen, C.G.","Differences in the metabolomic signatures of porcine follicular fluid collected from environments associated with good and poor oocyte quality",2013,"Reproduction",146,3,,221,231,,13,10.1530/REP-13-0142,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84885075209&partnerID=40&md5=8bad69974646bd76cee4a545efeb7165",Article,Scopus,2-s2.0-84885075209
"Witherspoon, M., Chen, Q., Kopelovich, L., Gross, S.S., Lipkin, S.M.","Unbiased metabolite profiling indicates that a diminished thymidine pool is the underlying mechanism of colon cancer chemoprevention by alpha-difluoromethylornithine",2013,"Cancer Discovery",3,9,,1072,1081,,19,10.1158/2159-8290.CD-12-0305,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84885214324&partnerID=40&md5=266c7b1fd0492b1035a783e1be4ce9d7",Article,Scopus,2-s2.0-84885214324
"Lämmerhofer, M.","Trends in separation science",2013,"Journal of Separation Science",36,17,,ii,iii,,,10.1002/jssc.201370164,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883590642&partnerID=40&md5=aecf6a3c3faf46447763e56a4dc938d5",Article,Scopus,2-s2.0-84883590642
"Heather, L.C., Pates, K.M., Atherton, H.J., Cole, M.A., Ball, D.R., Evans, R.D., Glatz, J.F., Luiken, J.J., Griffin, J.L., Clarke, K.","Differential translocation of the fatty acid transporter, FAT/CD36, and the glucose transporter, GLUT4, coordinates changes in cardiac substrate metabolism during ischemia and reperfusion",2013,"Circulation: Heart Failure",6,5,,1058,1066,,19,10.1161/CIRCHEARTFAILURE.112.000342,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887437991&partnerID=40&md5=8c51d9ebddf06b927b9bc16d697f65b3",Article,Scopus,2-s2.0-84887437991
"Wang, J., Kong, H., Yuan, Z., Gao, P., Dai, W., Hu, C., Lu, X., Xu, G.","A novel strategy to evaluate the quality of traditional Chinese medicine based on the correlation analysis of chemical fingerprint and biological effect",2013,"Journal of Pharmaceutical and Biomedical Analysis",83,,,57,64,,10,10.1016/j.jpba.2013.04.035,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878179639&partnerID=40&md5=5bbb2678dad2b7714a0416043b44b080",Article,Scopus,2-s2.0-84878179639
"Jung, E.S., Lee, S., Lim, S.-H., Ha, S.-H., Liu, K.-H., Lee, C.H.","Metabolite profiling of the short-term responses of rice leaves (Oryza sativa cv. Ilmi) cultivated under different LED lights and its correlations with antioxidant activities",2013,"Plant Science",210,,,61,69,,28,10.1016/j.plantsci.2013.05.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879148531&partnerID=40&md5=2d530dd5cb59528bdec8181c8c046c1d",Article,Scopus,2-s2.0-84879148531
"Senyavina, N.V., Khaustova, S.A., Grebennik, T.K., Pavlovich, S.V.","Analysis of purine metabolites maternal serum for evaluating the risk of gestosis",2013,"Bulletin of Experimental Biology and Medicine",155,5,,682,684,,,10.1007/s10517-013-2225-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84885220495&partnerID=40&md5=1d61bc05cd319c486b939668906993b5",Article,Scopus,2-s2.0-84885220495
"Töpfer, N., Nikoloski, Z.","Large-scale modeling provides insights into Arabidopsis's acclimation to changing light and temperature conditions",2013,"Plant Signaling and Behavior",8,9, e25480,,,,2,10.4161/psb.25480,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883482937&partnerID=40&md5=ec8160635476ceef006c2d05fcb8d2d4",Article,Scopus,2-s2.0-84883482937
"Vettukattil, R., Hetland, T.E., Flørenes, V.A., Kærn, J., Davidson, B., Bathen, T.F.","Proton magnetic resonance metabolomic characterization of ovarian serous carcinoma effusions: Chemotherapy-related effects and comparison with malignant mesothelioma and breast carcinoma",2013,"Human Pathology",44,9,,1859,1866,,3,10.1016/j.humpath.2013.02.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883446235&partnerID=40&md5=c0c74d790079112c763c9f185c1f789a",Article,Scopus,2-s2.0-84883446235
"Napagoda, M., Rulíšek, L., Jančařík, A., Klívar, J., Šámal, M., Stará, I.G., Starý, I., Šolínová, V., Kašička, V., Svatoš, A.","Azahelicene superbases as MAILD Matrices for acidic analytes",2013,"ChemPlusChem",78,9,,937,942,,6,10.1002/cplu.201300258,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883884929&partnerID=40&md5=bfa7dcd1e00fe326b9d44de92b36c0e3",Article,Scopus,2-s2.0-84883884929
"Cheng, J., Chen, C., Kristopher, K.W., Manna, S.K., Scerba, M., Friedman, F.K., Luecke, H., Idle, J.R., Gonzalez, F.J.","Identification of 2-piperidone as a biomarker of CYP2E1 activity through metabolomic phenotyping",2013,"Toxicological Sciences",135,1,,37,47,,3,10.1093/toxsci/kft143,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883204566&partnerID=40&md5=cbbd1d2b7d7ebca4fa5cdf5ffd43fa33",Article,Scopus,2-s2.0-84883204566
"Xie, G., Zhong, W., Li, H., Li, Q., Qiu, Y., Zheng, X., Chen, H., Zhao, X., Zhang, S., Zhou, Z., Zeisel, S.H., Jia, W.","Alteration of bile acid metabolism in the rat induced by chronic ethanol consumption",2013,"FASEB Journal",27,9,,3583,3593,,40,10.1096/fj.13-231860,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883395327&partnerID=40&md5=756638e17836c0a43152a26c3896e9c9",Article,Scopus,2-s2.0-84883395327
