," This is a citation overview for a set of 9206 documents.",,,,,,,,,,,,,,,,,
2014,"Chronic electromagnetic exposure at occupational safety level does not affect the metabolic profile nor cornea healing after LASIK surgery","Crouzier D., Dabouis V., Gentilhomme E., Vignal R., Bourbon F., Fauvelle F., Debouzy J.-C.",20900058,"Journal of Ophthalmology",2014, ,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Establishing ion ratio thresholds based on absolute peak area for absolute protein quantification using protein cleavage isotope dilution mass spectrometry","Loziuk P.L., Sederoff R.R., Chiang V.L., Muddiman D.C.",00032654,"Analyst",139, 21,0,0,0,0,0,0,0,0,0,0,2,2
2014,"[Metabolome response to tdh expression of pathogenic Vibrio parahaemolyticus induced by different temperatures].","Guo Z., Cui X., Wang J., Sun X., Pan Y., Zhao Y.",00016209,"Wei sheng wu xue bao = Acta microbiologica Sinica",54, 8,0,0,0,0,0,0,0,0,0,0,0,0
2014,"KNApSAcK metabolite activity database for retrieving the relationships between metabolites and biological activities","Nakamura Y., Mochamad Afendi F., Kawsar Parvin A., Ono N., Tanaka K., Hirai Morita A., Sato T., Sugiura T., Altaf-Ul-Amin M., Kanaya S.",00320781,"Plant and Cell Physiology",55, 1,0,0,0,0,0,0,0,0,3,3,15,18
2014,"Discussion about research progress and ideas on processing mechanism of traditional Chinese medicine","Sun E., Xu F.-J., Zhang Z.-H., Jia X.-B.",10015302,"Zhongguo Zhongyao Zazhi",39, 3,0,0,0,0,0,0,0,0,0,0,2,2
2014,"Mass spectrometric target analysis and proteomics in environmental toxicology","Groh K.J., Suter M.J.-F.",18746489,"NATO Science for Peace and Security Series A: Chemistry and Biology",33, ,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Association of tardive dyskinesia with variation in CYP2D6: Is there a role for active metabolites?","Koola M.M., Tsapakis E.M., Wright P., Smith S., Kerwin R.W., Nugent K.L., Aitchison K.J.",02698811,"Journal of Psychopharmacology",28, 7,0,0,0,0,0,0,0,0,2,2,6,8
2014,"Impact of a transposon insertion in phzF2 on the specialized metabolite production and interkingdom interactions of Pseudomonas aeruginosa","Phelan V.V., Moree W.J., Aguilar J., Cornett D.S., Koumoutsi A., Noble S.M., Pogliano K., Guerrero C.A., Dorrestein P.C.",00219193,"Journal of Bacteriology",196, 9,0,0,0,0,0,0,0,0,0,0,8,8
2014,"Valproic acid is a novel activator of amp-activated protein kinase and decreases liver mass, hepatic fat accumulation, and serum glucose in obese mice","Avery L.B., Bumpus N.N.",0026895X,"Molecular Pharmacology",85, 1,0,0,0,0,0,0,0,0,2,2,10,12
2014,"Environmental dependence of stationary-phase metabolism in bacillus subtilis and escherichia coli","Chubukov V., Sauer U.",00992240,"Applied and Environmental Microbiology",80, 9,0,0,0,0,0,0,0,0,0,0,20,20
2014,"Progress of analytical chemistry","Chen H., Yang X.",04413776,"Chemistry Bulletin / Huaxue Tongbao",77, 7,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Metabolomic analysis of the degradation of ascorbic acid in a commercial green tea beverage storedin pet bottles","Sumitani H., Ootsuka T., Sasai M.",1341027X,"Nippon Shokuhin Kagaku Kogaku Kaishi",61, 9,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Lmdme: Linear models on designed multivariate experiments in R","Fresno C., Balzarini M.G., Fernandez E.A.",15487660,"Journal of Statistical Software",56, 7,0,0,0,0,0,0,0,0,0,0,1,1
2014,"Partial least squares discriminant analysis: Taking the magic away","Brereton R.G., Lloyd G.R.",08869383,"Journal of Chemometrics",28, 4,0,0,0,0,0,0,0,0,2,2,61,63
2014,"Development of a high-pressure aerodynamic lens for focusing large particles (4-10 μm) into the aerosol time-of-flight mass spectrometer","Cahill J.F., Darlington T.K., Wang X., Mayer J., Spencer M.T., Holecek J.C., Reed B.E., Prather K.A.",02786826,"Aerosol Science and Technology",48, 9,0,0,0,0,0,0,0,0,0,0,4,4
2014,"A novel reversed-phase HPLC method for the determination of urinary creatinine by pre-column derivatization with ethyl chloroformate: Comparative studies with the standard Jaffé and isotope-dilution mass spectrometric assays","Leung E.M.K., Chan W.",16182642,"Analytical and Bioanalytical Chemistry",406, 6,0,0,0,0,0,0,0,0,1,1,7,8
2014,"[Evaluation of traditional pathological classification at molecular classification era for gastric cancer]","Yu Y.",16710274,"Zhonghua wei chang wai ke za zhi = Chinese journal of gastrointestinal surgery",17, 1,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Two-stage computational bio-network discovery approach for metabolites: Ovarian cancer as a case study","Akutekwe A., Seker H.",,"2014 IEEE-EMBS International Conference on Biomedical and Health Informatics, BHI 2014",, ,0,0,0,0,0,0,0,0,2,2,4,6
2014,"Rapid-throughput glycomics applied to human milk oligosaccharide profiling for large human studies","Totten S.M., Wu L.D., Parker E.A., Davis J.C.C., Hua S., Stroble C., Ruhaak L.R., Smilowitz J.T., German J.B., Lebrilla C.B.",16182642,"Analytical and Bioanalytical Chemistry",406, 30,0,0,0,0,0,0,0,0,0,0,12,12
2014,"Impact of a 6-week very low-calorie diet and weight reduction on the serum and fecal metabolome of overweight subjects","Schmedes M.S., Yde C.C., Svensson U., Hakansson J., Baby S., Bertram H.C.",14382377,"European Food Research and Technology",240, 3,0,0,0,0,0,0,0,0,0,0,1,1
2014,"Molecular phenotyping of a UK population: defining the human serum metabolome","Dunn W.B., Lin W., Broadhurst D., Begley P., Brown M., Zelena E., Vaughan A.A., Halsall A., Harding N., Knowles J.D., Francis-McIntyre S., Tseng A., Ellis D.I., O'Hagan S., Aarons G., Benjamin B., Chew-Graham S., Moseley C., Potter P., Winder C.L., Potts C., Thornton P., McWhirter C., Zubair M., Pan M., Burns A., Cruickshank J.K., Jayson G.C., Purandare N., Wu F.C.W., Finn J.D., Haselden J.N., Nicholls A.W., Wilson I.D., Goodacre R., Kell D.B.",15733882,"Metabolomics",11, 1,0,0,0,0,0,0,0,0,0,0,45,45
2014,"Chemical Composition, Sensory Properties, Provenance, and Bioactivity of Fruit Juices as Assessed by Chemometrics: A Critical Review and Guideline","Zielinski A.A.F., Haminiuk C.W.I., Nunes C.A., Schnitzler E., van Ruth S.M., Granato D.",15414337,"Comprehensive Reviews in Food Science and Food Safety",13, 3,0,0,0,0,0,0,0,0,3,3,41,44
2014,"Phosphoenolpyruvate Carboxylase Identified as a Key Enzyme in Erythrocytic Plasmodium falciparum Carbon Metabolism","Storm J., Sethia S., Blackburn G.J., Chokkathukalam A., Watson D.G., Breitling R., Coombs G.H., Muller S.",15537366,"PLoS Pathogens",10, 1,0,0,0,0,0,0,0,0,2,2,16,18
2014,"Competitive fragmentation modeling of ESI-MS/MS spectra for putative metabolite identification","Allen F., Greiner R., Wishart D.",15733882,"Metabolomics",11, 1,0,0,0,0,0,0,0,0,2,2,51,53
2014,"Induction of a Stringent Metabolic Response in Intracellular Stages of Leishmania mexicana Leads to Increased Dependence on Mitochondrial Metabolism","Saunders E.C., Ng W.W., Kloehn J., Chambers J.M., Ng M., McConville M.J.",15537366,"PLoS Pathogens",10, 1,0,0,0,0,0,0,0,0,3,3,27,30
2014,"A metabolic study on colon cancer using <sup>1</sup>H nuclear magnetic resonance spectroscopy","Zamani Z., Arjmand M., Vahabi F., Hosseini S.M.E., Fazeli S.M., Iravani A., Bayat P., Oghalayee A., Mehrabanfar M., Hosseini R.H., Tashakorpour M., Tafazzoli M., Sadeghi S.",20902247,"Biochemistry Research International",2014, ,0,0,0,0,0,0,0,0,0,0,7,7
2014,"A review on differential isotope-coded derivatization reagents for LC-API-MS analyses","Sun Z., Sun H., Li H., You J., Xia L.",15734110,"Current Analytical Chemistry",10, 3,0,0,0,0,0,0,0,0,0,0,4,4
2014,"Secondary metabolite profiling of curcuma species grown at different locations using GC/TOF and UPLC/Q-TOF MS","Lee J., Jung Y., Shin J.-H., Kim H.K., Moon B.C., Ryu D.H., Hwang G.-S.",14203049,"Molecules",19, 7,0,0,0,0,0,0,0,0,0,0,14,14
2014,"High dose of prebiotics reduces fecal water cytotoxicity in healthy subjects","Windey K., Francois I., Broekaert W., De Preter V., Delcour J.A., Louat T., Herman J., Verbeke K.",16134125,"Molecular Nutrition and Food Research",58, 11,0,0,0,0,0,0,0,0,0,0,5,5
2014,"Photosynthetic activity influences cellulose biosynthesis and phosphorylation of proteins involved therein in Arabidopsis leaves","Boex-Fontvieille E., Davanture M., Jossier M., Zivy M., Hodges M., Tcherkez G.",00220957,"Journal of Experimental Botany",65, 17,0,0,0,0,0,0,0,0,0,0,11,11
2014,"Metabolomic characterization of knockout mutants in arabidopsis: Development of a metabolite profiling database for knockout mutants in arabidopsis","Fukushima A., Kusano M., Mejia R.F., Iwasa M., Kobayashi M., Hayashi N., Watanabe-Takahashi A., Narisawa T., Tohge T., Hur M., Wurtele E.S., Nikolau B.J., Saito K.",00320889,"Plant Physiology",165, 3,0,0,0,0,0,0,0,0,1,1,14,15
2014,"A rational approach to improving the biotechnological production of taxanes in plant cell cultures of Taxus spp","Cusido R.M., Onrubia M., Sabater-Jara A.B., Moyano E., Bonfill M., Goossens A., Angeles Pedreno M., Palazon J.",07349750,"Biotechnology Advances",32, 6,0,0,0,0,0,0,0,0,5,5,18,23
2014,"[Present status of expanded newborn screening project for inborn errors of metabolism by tandem mass spectrometry].","Kuhara T.",18826482,"Nihon eiseigaku zasshi. Japanese journal of hygiene",69, 1,0,0,0,0,0,0,0,0,0,0,1,1
2014,"[Development of genetics in the world and in croatia – forty years of the croatian society of human genetics of the croatian medical association, Razvoj genetike u svijetu i u hrvatskoj – povodom 40 godina hrvatskoga društva za humanu genetiku hrvatskoga liječničkog zbora]","Zergollern-Cupak L., Barisic I., Pohovski L.M.",03506134,"Collegium Antropologicum",38, 3,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Genomics and Functional Genomics of Winter Low Temperature Tolerance in Temperate Fruit Crops","Fennell A.",07352689,"Critical Reviews in Plant Sciences",33, 2-3,0,0,0,0,0,0,0,0,1,1,3,4
2014,"""Old"" metal oxide affinity chromatography as ""novel"" strategy for specific capture of cis-diol-containing compounds","Wang S.-T., Huang W., Deng Y.-F., Gao Q., Yuan B.-F., Feng Y.-Q.",00219673,"Journal of Chromatography A",1361, ,0,0,0,0,0,0,0,0,0,0,9,9
2014,"Validation of a confirmatory method for lipophilic marine toxins in shellfish using UHPLC-HR-Orbitrap MS","Orellana G., Vanden Bussche J., Van Meulebroek L., Vandegehuchte M., Janssen C., Vanhaecke L.",16182642,"Analytical and Bioanalytical Chemistry",406, 22,0,0,0,0,0,0,0,0,0,0,12,12
2014,"Establishment and application of an automated chiral two-dimensional high performance liquid chromatography method for bio-analysis of D-acidic amino acids","Han H., Wang Q.-Q., Wu H.-H., Wang H.",2533820,"Fenxi Huaxue/ Chinese Journal of Analytical Chemistry",42, 6,0,0,0,0,0,0,0,0,0,0,2,2
2014,"Macroscopic and microscopic spatially-resolved analysis of food contaminants and constituents using laser-ablation electrospray ionization mass spectrometry imaging","Nielen M.W.F., Van Beek T.A.",16182642,"Analytical and Bioanalytical Chemistry",406, 27,0,0,0,0,0,0,0,0,0,0,17,17
2014,"Bacillus subtilis systems biology: Applications of -Omics techniques to the study of endospore formation","Bate A.R., Bonneau R., Eichenberger P.",21650497,"Microbiology Spectrum",2, 2,0,0,0,0,0,0,0,0,0,0,2,2
2014,"Design, methods, baseline characteristics and interim results of the Catheter Sampled Blood Archive in Cardiovascular Diseases (CASABLANCA) study","Gaggin H.K., Bhardwaj A., Belcher A.M., Motiwala S.R., Gandhi P.U., Simon M.L., Kelly N.P., Anderson A.M., Garasic J.M., Danik S.B., Schwamm L.H., Gerszten R.E., van Kimmenade R.R.J., Januzzi J.L.",22147624,"IJC Metabolic and Endocrine",5, ,0,0,0,0,0,0,0,0,0,0,3,3
2014,"Metabolic changes in acute cerebral infarction: Findings from proton magnetic resonance spectroscopic imaging","Lin A.-Q., Shou J.-X., Li X.-Y., Ma L., Zhu X.-H.",17920981,"Experimental and Therapeutic Medicine",7, 2,0,0,0,0,0,0,0,0,1,1,5,6
2014,"Biomedical informatics and panomics for evidence-based radiation therapy","El Naqa I.",19424787,"Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery",4, 4,0,0,0,0,0,0,0,0,0,0,7,7
2014,"Use of liquid chromatography-mass spectrometry (LC-MS) to detect substances of nanomolar concentration in the coronary effluent of isolated perfused hearts","Ward M.-L., Shen X., Greenwood D.R.",00796107,"Progress in Biophysics and Molecular Biology",115, 2-3,0,0,0,0,0,0,0,0,3,3,2,5
2014,"Host responses to the pathogen Mycobacterium avium subsp. Paratuberculosis and beneficial microbes exhibit host sex specificity","Karunasena E., McMahon K.W., Chang D., Brashears M.M.",00992240,"Applied and Environmental Microbiology",80, 15,0,0,0,0,0,0,0,0,0,0,8,8
2014,"NMR-based metabolomic studies reveal changes in biochemical profile of urine and plasma from rats fed with sweet potato fiber or sweet potato residue","Liu G., Yang G., Fang T., Cai Y., Wu C., Wang J., Huang Z., Chen X.",20462069,"RSC Advances",4, 45,0,0,0,0,0,0,0,0,2,2,9,11
2014,"An altered Mycobacterium tuberculosis metabolome induced by katG mutations resulting in isoniazid resistance","Loots D.T.",00664804,"Antimicrobial Agents and Chemotherapy",58, 4,0,0,0,0,0,0,0,0,3,3,9,12
2014,"International space station accomplishments update: Scientific discovery, advancing future exploration, and benefits brought home to earth","Thumm T., Robinson J.A., Alleyne C., Hasbrook P., Mayo S., Buckley N., Johnson-Green P., Karabadzhak G., Kamigaichi S., Umemura S., Sorokin I.V., Zell M., Istasse E., Sabbagh J., Pignataro S.",00945765,"Acta Astronautica",103, ,0,0,0,0,0,0,0,0,0,0,0,0
2014,"On the statistics of identifying candidate pathogen effectors","Pritchard L., Broadhurst D.",10643745,"Methods in Molecular Biology",1127, ,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Increasing discordant antioxidant protein levels and enzymatic activities contribute to increasing redox imbalance observed during human prostate cancer progression","Chaiswing L., Zhong W., Oberley T.D.",08915849,"Free Radical Biology and Medicine",67, ,0,0,0,0,0,0,0,0,2,2,14,16
2014,"Genomics to systems biology in animal and veterinary sciences: Progress, lessons and opportunities","Kadarmideen H.N.",18711413,"Livestock Science",166, 1,0,0,0,0,0,0,0,0,1,1,22,23
2014,"Chemical taxonomy of tree peony species from China based on root cortex metabolic fingerprinting","He C., Peng B., Dan Y., Peng Y., Xiao P.",00319422,"Phytochemistry",107, ,0,0,0,0,0,0,0,0,0,0,14,14
2014,"Metabolic Signatures of Adiposity in Young Adults: Mendelian Randomization Analysis and Effects of Weight Change","Wurtz P., Wang Q., Kangas A.J., Richmond R.C., Skarp J., Tiainen M., Tynkkynen T., Soininen P., Havulinna A.S., Kaakinen M., Viikari J.S., Savolainen M.J., Kahonen M., Lehtimaki T., Mannisto S., Blankenberg S., Zeller T., Laitinen J., Pouta A., Mantyselka P., Vanhala M., Elliott P., Pietilainen K.H., Ripatti S., Salomaa V., Raitakari O.T., Jarvelin M.-R., Smith G.D., Ala-Korpela M.",15491277,"PLoS Medicine",11, 12,0,0,0,0,0,0,0,0,0,0,51,51
2013,"Cellulose digestion and metabolism induced biocatalytic transitions in anaerobic microbial ecosystems","Yamazawa A., Iikura T., Morioka Y., Shino A., Ogata Y., Date Y., Kikuchi J.",22181989,"Metabolites",4, 1,0,0,0,0,0,0,0,0,0,0,1,1
2013,"Serum glycine is associated with regional body fat and insulin resistance in functionally-limited older adults","Lustgarten M.S., Lyn Price L., Phillips E.M., Fielding R.A.",19326203,"PLoS ONE",8, 12,0,0,0,0,0,0,0,0,0,0,15,15
2013,"Detoxicating mechanism of cortex magnoliae officinalis and fructus aurantii immaturus combination based on metabonomic studies","Chen G., Xu W.-F., Wang H.-F., Pei Y.-H.",16740440,"Journal of International Pharmaceutical Research",40, 6,0,0,0,0,0,0,0,0,0,0,1,1
2013,"The trajectory analysis for the outline of Fructus Cnidii metabolite profiles after the regulation to its toxicity by Glycyrrhiza uralensis","Hu J., Feng Y., Rui W., Shi Z.",09757384,"Journal of Chemical and Pharmaceutical Research",5, 11,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Metabolomics uncovers dietary omega-3 fatty acid-derived metabolites implicated in anti-nociceptive responses after experimental spinal cord injury","Figueroa J.D., Cordero K., Serrano-Illan M., Almeyda A., Baldeosingh K., Almaguel F.G., De Leon M.",03064522,"Neuroscience",255, ,0,0,0,0,0,0,0,0,3,3,19,22
2013,"Metabolomic fingerprinting using nuclear magnetic resonance and multivariate data analysis as a tool for biodiversity informatics: A case study on the classification of Rosa x damascena","Incerti G., Romano A., Termolino P., Lanzotti V.",11263504,"Plant Biosystems",147, 4,0,0,0,0,0,0,0,1,1,2,6,8
2013,"A workflow for mathematical modeling of subcellular metabolic pathways in leaf metabolism of Arabidopsis thaliana","Nagele T., Weckwerth W.",1664462X,"Frontiers in Plant Science",4, ,0,0,0,0,0,0,0,0,2,2,3,5
2013,"Follicular adenomas exhibit a unique metabolic profile.1H NMR studies of thyroid lesions","Deja S., Dawiskiba T., Balcerzak W., Orczyk-Pawilowicz M., Glod M., Pawelka D., Mlynarz P.",19326203,"PLoS ONE",8, 12,0,0,0,0,0,0,0,0,2,2,14,16
2013,"What is personalized medicine: Sharpening a vague term based on a systematic literature review","Schleidgen S., Klingler C., Bertram T., Rogowski W.H., Marckmann G.",14726939,"BMC Medical Ethics",14, 1,0,0,0,0,0,0,0,0,12,12,44,56
2013,"Magnetic resonance metabolic profiling of breast cancer tissue obtained with core needle biopsy for predicting pathologic response to neoadjuvant chemotherapy","Choi J.S., Baek H.-M., Kim S., Jung Kim M., Youk J.H., Moon H.J., Kim E.-K., Nam Y.K.",19326203,"PLoS ONE",8, 12,0,0,0,0,0,0,0,0,1,1,9,10
2013,"Pre-symptomatic activation of antioxidant responses and alterations in glucose and pyruvate metabolism in niemann-pick type C1-deficient murine brain","Kennedy B.E., LeBlanc V.G., Mailman T.M., Fice D., Burton I., Karakach T.K., Karten B.",19326203,"PLoS ONE",8, 12,0,0,0,0,0,0,0,0,4,4,12,16
2013,"[Panels of protein biomarkers and non-protein markers in the diagnosis of the ovarian cancer, Panele biomarkerów białkowych oraz markery niebiałkowe w diagnostyce raka jajnika]","Denel M., Marczak A.",16438876,"Przeglad Menopauzalny",17, 5,0,0,0,0,0,0,0,0,1,1,1,2
2013,"Development of a standard reference material for metabolomics research","Phinney K.W., Ballihaut G., Bedner M., Benford B.S., Camara J.E., Christopher S.J., Davis W.C., Dodder N.G., Eppe G., Lang B.E., Long S.E., Lowenthal M.S., McGaw E.A., Murphy K.E., Nelson B.C., Prendergast J.L., Reiner J.L., Rimmer C.A., Sander L.C., Schantz M.M., Sharpless K.E., Sniegoski L.T., Tai S.S.-C., Thomas J.B., Vetter T.W., Welch M.J., Wise S.A., Wood L.J., Guthrie W.F., Hagwood C.R., Leigh S.D., Yen J.H., Zhang N.-F., Chaudhary-Webb M., Chen H., Fazili Z., Lavoie D.J., McCoy L.F., Momin S.S., Paladugula N., Pendergrast E.C., Pfeiffer C.M., Powers C.D., Rabinowitz D., Rybak M.E., Schleicher R.L., Toombs B.M.H., Xu M., Zhang M., Castle A.L.",00032700,"Analytical Chemistry",85, 24,0,0,0,0,0,0,0,0,4,4,23,27
